"CATEGORY_CODE","ITEM_ID","ITEM_PRICE","ITEM_UPC","REPL_QTY","_FREQUENCY"
"20100","30032","2.28","16141627762","18","1"
"20100","30033","1.73","18038458143","12","3"
"20160","30034","11.09","18650962006","12","4"
"20730","30035","5.3","11920395799","18","1"
"20100","30036","2.02","14516406310","24","1"
"20160","30037","12.39","17144941528","1","1"
"20100","30038","2.26","13961566532","12","3"
"20160","30039","12.74","19218659886","18","4"
"20150","30040","6.28","10253917066","24","1"
"20100","30041","1.9","13917587669","12","3"
"20600","30042","4.32","17811535250","18","1"
"20100","30043","2.14","15943932098","18","1"
"20490","30044","50.37","18125050804","12","4"
"20100","30045","1.76","16838308026","24","4"
"20150","30046","6.46","12270684315","12","1"
"20100","30047","2.3","14588852042","12","1"
"20100","30048","1.65","16587077274","12","1"
"20100","30049","1.99","11314813605","18","1"
"20100","30050","2.08","15171341913","1","2"
"20100","30051","2.05","13352714659","1","1"
"20100","30052","1.74","19578181615","12","2"
"20100","30053","1.9","14879237226","12","1"
"20380","30054","5.91","14036197699","24","1"
"20100","30055","2.14","13848763124","12","1"
"20100","30056","1.96","15227357285","12","2"
"20620","30057","16.41","17472698557","1","4"
"20100","30058","1.83","16184010302","12","4"
"20100","30059","2.1","10703629618","1","3"
"20100","30060","1.71","14268420078","1","2"
"20100","30061","2.07","13479537217","12","1"
"20100","30062","2.14","12833618068","12","2"
"20100","30063","1.98","14612860353","1","4"
"20190","30064","4.43","18263552867","1","2"
"20100","30065","2.33","14457977017","12","1"
"20100","30066","2.21","12115837220","24","1"
"20100","30067","1.73","14069614441","24","1"
"20100","30068","2.5","19589358011","1","1"
"20100","30069","1.98","10062034776","24","2"
"20600","30070","5.67","18234357861","24","2"
"20150","30071","5.47","14918877093","18","2"
"20160","30072","13.03","17077437760","24","3"
"20100","30073","2.03","16783146073","24","1"
"20100","30074","1.64","10040686394","1","4"
"20160","30075","14.38","18044323047","18","1"
"20640","30076","4.82","16126198172","24","1"
"20100","30077","1.78","18808061662","12","1"
"20620","30078","14.11","19253750399","12","2"
"20100","30079","2.26","17918333423","18","1"
"20160","30080","12.77","19403549878","12","1"
"20100","30081","1.62","12750150107","18","1"
"20460","30082","6.71","18401950685","1","1"
"20100","30083","1.94","12444186001","12","2"
"20100","30084","1.81","15639252699","24","2"
"20100","30085","1.96","17012620142","1","1"
"20200","30086","21.46","19623106092","12","3"
"20100","30087","1.98","11040391479","18","3"
"20100","30088","1.93","10518121556","18","1"
"20100","30089","2.32","17666230669","1","1"
"20160","30090","11.66","12843784036","24","1"
"20100","30091","2.04","12023901701","1","3"
"20100","30092","1.85","14045181235","18","2"
"20100","30093","2.13","10618416787","1","1"
"20100","30094","2.25","14040560183","12","4"
"20100","30095","1.8","19037952284","12","1"
"20100","30096","1.63","12286403194","12","1"
"20100","30097","1.44","17086434126","18","2"
"20100","30098","2.21","14795761590","12","1"
"20100","30099","1.94","10502505363","1","3"
"20440","30100","8.77","18548585458","24","1"
"20530","30101","19.65","16680646712","24","2"
"20100","30102","2.25","17739914117","18","1"
"20620","30103","17.17","10971946063","24","2"
"20100","30104","2.03","17026948672","18","1"
"20100","30105","1.93","11727276741","1","1"
"20100","30106","1.92","10489725758","1","1"
"20100","30107","2.05","18522641296","1","2"
"20100","30108","1.8","18050615736","24","4"
"20150","30109","6.22","11197475655","1","2"
"20100","30110","2.01","15482833522","12","2"
"20100","30111","1.99","19545630140","24","2"
"20100","30112","1.87","11045126924","12","1"
"20640","30113","5.11","13778726260","1","2"
"20380","30114","7.32","18001037213","12","3"
"20190","30115","3.57","17791478394","12","2"
"20100","30116","2.07","13864984290","1","1"
"20100","30117","1.96","16913536176","24","1"
"20100","30118","2.14","15741339012","1","1"
"20100","30119","2.1","19705123871","12","3"
"20100","30120","2.09","11965314133","1","1"
"20600","30121","5.1","17148498884","18","1"
"20100","30122","2.13","12655458393","24","1"
"20150","30123","4.98","14373284237","1","1"
"20100","30124","2.11","11296872342","1","1"
"20100","30125","1.65","14353012522","12","2"
"20380","30126","7.41","12505491935","24","4"
"20160","30127","12.79","19042887388","12","1"
"20100","30128","2.06","12819388998","18","1"
"20100","30129","1.99","17182439239","12","1"
"20640","30130","5.14","11557622352","1","1"
"20160","30131","11.12","11119472796","12","4"
"20100","30132","2.1","11107570280","18","1"
"20100","30133","2.04","17004537424","12","1"
"20100","30134","1.9","18569367978","12","2"
"20100","30135","1.86","11270275467","18","2"
"20620","30136","17.21","11989965172","18","1"
"20100","30137","2.21","17815965478","24","2"
"20100","30138","2.59","14181958264","18","1"
"20100","30139","1.96","14601877744","12","1"
"20160","30140","11.71","14567296492","1","4"
"20100","30141","1.87","12000472539","18","1"
"20640","30142","4.57","17521486383","12","2"
"20100","30143","1.97","16067474553","12","2"
"20100","30144","1.85","11659431251","24","1"
"20100","30145","1.74","19669115507","1","1"
"20150","30146","6.39","12470438751","1","3"
"20100","30147","2.02","13400084069","12","1"
"20160","30148","10.7","18905065028","24","2"
"20100","30149","1.98","10440031466","1","4"
"20190","30150","3.99","10336174276","24","1"
"20640","30151","5.68","15333961290","24","1"
"20200","30152","20.53","14416330730","18","1"
"20100","30153","2.07","12390754867","24","3"
"20620","30154","15.34","19238074679","12","1"
"20100","30155","2","18561181870","1","2"
"20600","30156","5.59","12767983114","1","1"
"20600","30157","5.8","17805915671","1","3"
"20100","30158","1.9","15678711902","18","2"
"20100","30159","2.13","11525454980","24","1"
"20620","30160","13.89","14795611777","1","2"
"20100","30161","1.74","15293028872","18","4"
"20100","30162","2.01","13036000109","24","1"
"20100","30163","1.77","13036852067","24","2"
"20160","30164","11.55","11229679322","12","1"
"20100","30165","1.62","13211362397","12","1"
"20100","30166","1.95","14940533381","18","4"
"20100","30167","1.98","18968430256","1","4"
"20100","30168","2.12","18713350610","18","1"
"20100","30169","2.18","11761183609","12","1"
"20100","30170","1.82","14865697580","18","1"
"20100","30171","1.85","14366217413","12","3"
"20100","30172","1.82","18341015678","18","1"
"20100","30173","2.33","15913851273","24","3"
"20100","30174","2.08","14957808767","18","4"
"20100","30175","1.6","19325939270","24","1"
"20100","30176","2.26","19631777820","24","2"
"20160","30177","13.34","15298352762","1","3"
"20100","30178","2.26","15984194984","24","2"
"20100","30179","2.05","13103235539","24","3"
"20100","30180","1.95","13823938286","18","1"
"20640","30181","5.04","13470467945","12","3"
"20100","30182","2.04","15688823680","24","2"
"20100","30183","1.54","18297621466","12","1"
"20100","30184","2.04","13709593747","1","1"
"20160","30185","12.92","11576629569","24","1"
"20280","30186","13.52","16373001750","24","1"
"20100","30187","1.85","11927486553","18","4"
"20160","30188","11.96","12636217697","18","2"
"20160","30189","8.73","16989893165","12","3"
"20100","30190","2.35","18770047053","18","2"
"20100","30191","2.15","14666700055","24","1"
"20100","30192","2.05","15641580004","18","4"
"20220","30193","40.14","18776338843","1","1"
"20100","30194","2.24","10512971389","18","1"
"20100","30195","2","12819701773","12","1"
"20100","30196","2.3","19473764418","12","1"
"20100","30197","2.06","14506873730","1","1"
"20380","30198","6.98","14138088463","24","1"
"20640","30199","5.49","18312688461","12","3"
"20100","30200","1.88","18075696778","18","3"
"20380","30201","5.9","12766650232","1","4"
"20100","30202","1.69","13945329520","12","3"
"20100","30203","1.84","10867238657","18","2"
"20140","30204","8.43","12363420006","18","4"
"20100","30205","1.54","16120396846","24","2"
"20100","30206","2.11","14749690902","12","2"
"20100","30207","2.06","10133332752","24","1"
"20100","30208","2.09","13456489208","12","2"
"20100","30209","1.94","14768840118","24","3"
"20180","30210","4.23","17299630787","12","1"
"20100","30211","2.31","14972503251","1","1"
"20100","30212","2.34","11798922358","18","4"
"20100","30213","1.79","15460868395","18","2"
"20100","30214","2.02","16005957434","18","1"
"20600","30215","5.4","18739399288","18","1"
"20100","30216","1.83","11530417470","1","2"
"20100","30217","1.94","17934361897","24","1"
"20100","30218","2.25","18723448744","18","1"
"20180","30219","4.69","18759890554","1","1"
"20160","30220","11.88","14765033010","24","1"
"20100","30221","2.19","15519438600","24","2"
"20100","30222","2.07","12197616961","24","4"
"20100","30223","1.99","17402861101","1","2"
"20160","30224","13.63","18732902851","24","1"
"20100","30225","1.99","13280187303","1","3"
"20100","30226","1.8","11505425093","18","1"
"20100","30227","2.01","14150065047","12","2"
"20100","30228","2.47","10490830407","18","4"
"20100","30229","2.32","11456340272","18","3"
"20640","30230","4.32","19519128492","12","1"
"20100","30231","2.13","10268518508","1","1"
"20100","30232","1.97","13377936562","24","4"
"20800","30233","8.5","16531152278","24","1"
"20100","30234","2.23","19657219193","24","1"
"20150","30235","6.18","10920491381","24","2"
"20100","30236","1.93","11059139766","1","3"
"20160","30237","11.46","13484624911","18","1"
"20160","30238","10.96","19258332257","18","1"
"20100","30239","1.59","19543973655","18","2"
"20100","30240","1.85","19645704993","18","1"
"20100","30241","2.22","13067738304","24","1"
"20600","30242","5.25","19757697860","18","2"
"20100","30243","2.33","10431915944","24","3"
"20100","30244","1.66","19233930706","1","2"
"20440","30245","11.26","16839611293","1","2"
"20800","30246","8.24","10809368214","1","1"
"20100","30247","1.91","10034262319","24","3"
"20620","30248","15.01","16124288677","24","2"
"20100","30249","2.09","11780341547","12","1"
"20100","30250","2.25","15940291781","18","4"
"20100","30251","1.83","13154301087","1","1"
"20100","30252","1.8","14018672038","1","2"
"20160","30253","12.39","16112110425","1","1"
"20100","30254","2.3","13207243194","24","1"
"20100","30255","2.07","19363634412","18","1"
"20640","30256","6.02","18460703116","1","4"
"20160","30257","12.08","13881839699","1","4"
"20640","30258","5.49","16687354597","12","1"
"20380","30259","7.78","17996155743","12","4"
"20100","30260","1.75","19578156380","12","3"
"20100","30261","1.96","16108691656","12","1"
"20100","30262","2.39","12623558630","18","1"
"20100","30263","1.96","15976963320","18","4"
"20100","30264","1.53","18954828485","1","3"
"20100","30265","2.08","12974200452","18","1"
"20160","30266","11.64","19122512437","12","1"
"20150","30267","5.33","11186972025","18","2"
"20100","30268","2.2","15087183243","1","4"
"20100","30269","2.25","10105837160","24","1"
"20100","30270","1.98","14786882885","1","1"
"20100","30271","2.07","15228621298","24","2"
"20100","30272","1.94","16676412721","18","1"
"20160","30273","11.88","11668818918","24","4"
"20100","30274","1.97","15213799170","18","1"
"20100","30275","1.61","12832570804","12","4"
"20100","30276","2.07","13563163156","1","2"
"20100","30277","2.11","14117684245","12","1"
"20600","30278","4.9","17430008815","18","2"
"20200","30279","20.38","16455007536","18","1"
"20100","30280","1.85","15569669538","24","2"
"20100","30281","2.22","14473121953","18","1"
"20100","30282","1.94","16785696551","24","1"
"20100","30283","2.16","19526201955","12","1"
"20100","30284","2.31","12161275174","18","4"
"20100","30285","1.91","14524817982","18","1"
"20150","30286","7.07","12885543255","12","1"
"20100","30287","2","12387934148","18","2"
"20100","30288","2.09","10626903216","12","1"
"20100","30289","1.61","16458460863","12","1"
"20100","30290","2.19","17546486144","18","1"
"20100","30291","2.31","16380545511","24","2"
"20160","30292","12.03","16895026786","1","1"
"20100","30293","2.09","17945852103","12","1"
"20620","30294","16.47","16314793506","18","2"
"20100","30295","2.08","19351770853","18","1"
"20160","30296","10.88","16675317799","12","1"
"20100","30297","2.17","14365324934","18","4"
"20100","30298","1.83","15069978546","18","2"
"20160","30299","11.86","15181176097","12","4"
"20200","30300","19.75","13860379896","18","3"
"20100","30301","1.99","11505445081","24","1"
"20100","30302","1.86","10932620044","12","1"
"20100","30303","1.9","19873283535","24","2"
"20100","30304","2.06","15290478251","24","1"
"20100","30305","1.96","17766756059","12","1"
"20380","30306","7.4","10956458876","12","1"
"20100","30307","2.17","11210732874","12","1"
"20100","30308","2.4","12303399417","1","1"
"20100","30309","1.83","12484976162","1","1"
"20460","30310","7.39","12842211163","1","3"
"20100","30311","1.85","13299522896","18","2"
"20800","30312","7.64","18958349022","1","2"
"20100","30313","1.78","18192818352","18","2"
"20380","30314","6.73","10710991968","18","1"
"20100","30315","2.1","18264873064","1","1"
"20180","30316","4.09","10100027661","1","1"
"20100","30317","2.07","10221321361","1","2"
"20100","30318","1.99","13014154620","18","2"
"20160","30319","14.04","16215459412","1","2"
"20100","30320","1.86","15524040580","18","1"
"20100","30321","2.16","19665039567","24","3"
"20100","30322","2.57","19498586406","12","3"
"20180","30323","3.54","12294642542","18","1"
"20160","30324","11.39","14326880413","12","1"
"20100","30325","2.24","19828295787","18","4"
"20640","30326","4.98","12389591032","18","2"
"20100","30327","1.83","15079992319","24","2"
"20100","30328","2.13","15157089385","1","1"
"20100","30329","2.24","19855232980","1","1"
"20100","30330","2.14","17898616097","1","4"
"20640","30331","4.15","18512046945","18","1"
"20100","30332","1.87","18878961266","12","1"
"20100","30333","1.71","12523405131","1","1"
"20100","30334","2.21","12466044291","18","1"
"20100","30335","1.99","17880515852","12","3"
"20100","30336","2.15","13123538600","1","1"
"20100","30337","1.82","13731976092","24","2"
"20100","30338","2.02","11121537064","18","4"
"20460","30339","6.57","15191760708","18","2"
"20100","30340","2.38","10742624874","18","2"
"20240","30341","14.49","18184427057","12","3"
"20600","30342","4.71","16833354339","24","1"
"20100","30343","1.89","10536569935","12","2"
"20100","30344","1.83","17134089964","12","4"
"20100","30345","1.94","19431157098","12","2"
"20100","30346","1.91","18853876303","1","3"
"20100","30347","1.83","17795904915","12","1"
"20100","30348","1.86","19496481783","18","3"
"20800","30349","7.68","13361994435","1","1"
"20220","30350","25.09","15341607000","18","1"
"20100","30351","2.09","15974799305","1","2"
"20100","30352","1.98","17984343480","1","1"
"20100","30353","2","16239527200","12","4"
"20100","30354","2.21","11811463635","18","1"
"20190","30355","4.08","10392559442","12","1"
"20100","30356","1.95","15968443414","24","1"
"20100","30357","2.05","17267330159","1","1"
"20100","30358","1.73","14805904170","12","2"
"20100","30359","2.21","18116411735","18","2"
"20100","30360","1.76","18032541951","1","3"
"20160","30361","13.41","18625192466","12","1"
"20620","30362","16.02","18501166165","12","1"
"20100","30363","1.58","11042762306","18","1"
"20100","30364","2.41","13701966522","18","4"
"20100","30365","2.24","11581007094","24","1"
"20150","30366","5.04","11188762095","18","1"
"20100","30367","2.16","18503835629","18","3"
"20100","30368","2.32","11927939809","24","1"
"20160","30369","13.77","18915897774","24","1"
"20240","30370","17.12","10040421551","18","1"
"20380","30371","7.29","14409227513","18","2"
"20380","30372","6.53","10342443220","12","1"
"20100","30373","2.12","13367629427","12","2"
"20100","30374","2.27","13486593001","1","2"
"20140","30375","8.67","15624267234","12","3"
"20100","30376","2.17","12950698073","24","1"
"20100","30377","2.05","18982079361","12","1"
"20160","30378","14.21","11155995758","18","1"
"20100","30379","2.19","10351999606","12","1"
"20160","30380","12.44","11046460275","1","4"
"20600","30381","4.42","16725922224","1","1"
"20100","30382","1.72","14296732207","18","1"
"20280","30383","13.39","16090445138","18","1"
"20100","30384","1.95","11076499560","18","2"
"20100","30385","2.07","19501702545","12","2"
"20380","30386","6.58","12684102095","12","1"
"20100","30387","1.92","17706139210","18","1"
"20100","30388","1.96","18921052206","18","2"
"20100","30389","2.28","18144801312","24","1"
"20100","30390","1.81","11612916241","12","1"
"20100","30391","1.96","15123478392","18","1"
"20100","30392","2.38","13611894946","12","1"
"20100","30393","2.17","19336657083","24","1"
"20100","30394","1.95","12278803956","12","2"
"20100","30395","2.08","19440031311","12","2"
"20160","30396","11.61","19143479384","12","1"
"20160","30397","14.52","12783942672","1","2"
"20100","30398","2.08","17175347412","12","3"
"20100","30399","2.03","10916058692","1","1"
"20180","30400","3.56","11492038637","18","1"
"20160","30401","12.42","15737185627","12","1"
"20100","30402","1.96","16659558572","24","4"
"20100","30403","1.73","14046209341","24","4"
"20100","30404","2.02","13810896067","1","4"
"20100","30405","2.4","10907742760","12","1"
"20100","30406","1.79","13652219404","12","1"
"20240","30407","13.63","14909705960","18","2"
"20100","30408","1.98","13356260707","24","2"
"20100","30409","1.98","17196503969","12","4"
"20100","30410","1.94","15266054453","12","2"
"20100","30411","2.08","13881926724","18","4"
"20100","30412","2.25","14253311600","24","1"
"20140","30413","9.65","16496615661","1","3"
"20100","30414","2.18","12098903842","24","3"
"20100","30415","2.12","13782406821","1","4"
"20100","30416","2.07","15559176283","24","1"
"20100","30417","2.13","15369393010","18","4"
"20190","30418","4.24","11936624914","24","2"
"20100","30419","2","16645141398","18","2"
"20100","30420","2.25","18872641671","1","4"
"20100","30421","2.48","13063402243","18","1"
"20640","30422","5.43","18521615162","18","1"
"20370","30423","150.8","14544928838","18","2"
"20100","30424","2.24","19522126830","24","2"
"20100","30425","2.17","15309918685","1","4"
"20190","30426","4.16","12780078480","18","1"
"20100","30427","1.84","15911187506","24","2"
"20100","30428","1.88","14315247761","12","1"
"20640","30429","5.83","18369090082","1","1"
"20180","30430","4.02","15884403382","18","1"
"20600","30431","4.69","18847771545","18","4"
"20100","30432","2.21","16245338913","18","1"
"20180","30433","3.95","16688763208","24","1"
"20100","30434","2.3","14000197122","1","1"
"20620","30435","15.51","16970391394","1","4"
"20100","30436","2.01","10136621296","18","2"
"20100","30437","2.1","18996167812","24","2"
"20600","30438","5.37","11283976296","18","3"
"20150","30439","5.3","16367496266","1","3"
"20100","30440","1.85","13893089827","12","3"
"20490","30441","56.36","16675742755","18","1"
"20640","30442","5.35","11207841623","18","1"
"20100","30443","2.38","14556153343","24","2"
"20100","30444","2.07","18745918035","1","2"
"20100","30445","1.8","16872712893","12","2"
"20100","30446","1.96","13116575269","24","1"
"20100","30447","1.98","19543391998","12","1"
"20160","30448","11.95","15099558631","18","1"
"20100","30449","1.87","17993712125","18","2"
"20100","30450","2.21","19090396011","24","1"
"20100","30451","1.95","13230468930","18","3"
"20200","30452","19.83","16496383601","1","1"
"20600","30453","4.55","17735608914","1","2"
"20100","30454","2","17810598632","18","3"
"20420","30455","8.43","18646601936","1","1"
"20150","30456","4.05","15499917428","24","3"
"20100","30457","2.24","12038560998","1","1"
"20100","30458","1.91","12207851067","24","1"
"20100","30459","2","18826270943","24","4"
"20100","30460","1.91","19270087201","18","3"
"20160","30461","12.41","16187728153","12","4"
"20190","30462","3.66","17139649367","1","1"
"20100","30463","2.17","12510941153","18","2"
"20100","30464","2.07","14286723271","18","3"
"20100","30465","2.2","16680712465","18","3"
"20100","30466","1.59","10072434680","1","2"
"20100","30467","2.2","19184957765","18","2"
"20100","30468","2.21","13198471140","24","3"
"20100","30469","1.97","16996255873","24","3"
"20100","30470","1.88","19918742998","1","1"
"20670","30471","10.18","11828404254","18","3"
"20100","30472","2.22","18630447383","1","2"
"20100","30473","1.88","10737220270","1","1"
"20100","30474","2.14","12130316593","24","1"
"20100","30475","2.15","10053928310","1","1"
"20160","30476","12.13","11921991575","18","4"
"20100","30477","2.38","18900609056","24","2"
"20190","30478","3.9","11483337706","18","3"
"20100","30479","1.96","10996215426","1","2"
"20100","30480","1.96","14194224686","12","1"
"20100","30481","2.03","19147567245","1","1"
"20640","30482","5.01","14903244278","12","2"
"20100","30483","2.02","14831837702","18","1"
"20100","30484","2.17","18629902208","1","3"
"20640","30485","5.16","10195963469","24","1"
"20100","30486","1.85","14681273062","18","1"
"20100","30487","2.14","12961070566","1","1"
"20100","30488","1.87","10234378030","24","4"
"20100","30489","1.97","10592478655","12","4"
"20640","30490","5.54","18217907314","24","3"
"20100","30491","2.13","18570717472","12","1"
"20100","30492","2.05","18273115878","18","3"
"20180","30493","3.71","13708679068","1","4"
"20800","30494","8.05","13388158775","24","3"
"20140","30495","10.71","14118539717","18","2"
"20100","30496","2.42","18315339208","24","4"
"20600","30497","4.19","17831409331","18","2"
"20100","30498","2.11","18940157281","1","1"
"20100","30499","2.18","15054067422","12","2"
"20160","30500","10.91","16324232733","18","1"
"20100","30501","2.01","14798421188","24","1"
"20100","30502","2.21","14476057661","12","3"
"20640","30503","4.77","11884685754","1","1"
"20100","30504","2.13","16776312783","24","4"
"20160","30505","13.31","13933357222","24","1"
"20100","30506","2.36","14414837194","12","1"
"20100","30507","1.82","19539177567","1","4"
"20100","30508","1.86","17687133566","12","1"
"20100","30509","1.97","11880315871","1","2"
"20640","30510","5.85","15687543709","1","1"
"20280","30511","14.48","14776543208","12","1"
"20100","30512","1.79","12723684412","24","3"
"20100","30513","1.84","10276917440","18","1"
"20100","30514","1.9","12521013653","24","3"
"20100","30515","1.96","17593840444","24","1"
"20160","30516","11.78","19286068713","12","2"
"20150","30517","5.54","13971695137","1","1"
"20380","30518","6.99","19951843375","18","1"
"20100","30519","2.12","16609452351","1","2"
"20100","30520","1.85","10742180555","18","1"
"20100","30521","2.07","17656521509","18","1"
"20400","30522","114","19024204619","24","1"
"20280","30523","17.03","17088491322","24","1"
"20530","30524","21.25","16964616250","12","1"
"20670","30525","9.63","10680561451","18","3"
"20100","30526","2.07","15448056573","1","1"
"20100","30527","2.07","15245258322","12","1"
"20100","30528","2.17","19660013014","24","1"
"20100","30529","1.88","17216219603","24","2"
"20100","30530","1.53","17202723214","12","1"
"20180","30531","3.58","16402207437","1","1"
"20100","30532","2.33","19200783038","1","2"
"20190","30533","4.19","14804130586","24","2"
"20100","30534","1.94","19077289090","24","2"
"20100","30535","1.81","12500806874","1","4"
"20800","30536","8.63","19001766584","24","1"
"20100","30537","2.26","11102598791","1","1"
"20370","30538","132.69","15258330455","18","1"
"20100","30539","2.03","13544487725","24","1"
"20100","30540","2.22","17694622099","1","4"
"20800","30541","7.77","19613530454","1","2"
"20100","30542","1.52","19355093779","12","1"
"20100","30543","1.82","11989009068","24","2"
"20200","30544","18.36","11386984261","18","2"
"20100","30545","2.3","10127823558","24","1"
"20100","30546","2.09","19905512292","24","2"
"20160","30547","12.5","10582046467","24","1"
"20200","30548","18.56","18176310791","1","2"
"20100","30549","1.95","17104215508","18","2"
"20100","30550","1.96","16904116558","18","2"
"20100","30551","2.25","16788258884","18","4"
"20260","30552","63.88","13262452478","12","1"
"20100","30553","1.84","19527885880","1","1"
"20100","30554","1.82","12633596599","24","1"
"20100","30555","2.29","13272982277","18","1"
"20100","30556","2.45","19577864055","12","4"
"20640","30557","4.82","18141129643","1","4"
"20100","30558","1.95","11260940305","1","1"
"20100","30559","2.2","19839085234","12","3"
"20100","30560","1.78","14778785093","1","1"
"20640","30561","4.91","18990699803","18","2"
"20420","30562","10.3","13207819512","1","1"
"20380","30563","6.18","15782693310","1","2"
"20640","30564","5.46","18985367618","12","1"
"20380","30565","5.98","13388537127","24","1"
"20420","30566","8.92","10672339714","18","3"
"20100","30567","2.29","13156690026","12","3"
"20100","30568","2.22","17072617060","12","3"
"20800","30569","8.21","14043342956","1","1"
"20160","30570","11.89","13158950119","24","3"
"20100","30571","1.88","16022516191","1","4"
"20140","30572","10.04","16259721666","18","2"
"20100","30573","2.35","14279188010","12","3"
"20100","30574","2.2","17047850428","18","1"
"20100","30575","2.15","12776143097","24","4"
"20100","30576","2.43","19162214145","24","4"
"20100","30577","2.03","15046022967","18","3"
"20190","30578","4.54","14379605322","18","3"
"20100","30579","2.06","14070469868","24","2"
"20160","30580","12.39","14913021157","12","2"
"20730","30581","4.92","18920450643","1","1"
"20150","30582","5.91","10262277273","18","1"
"20100","30583","2.15","10692064887","1","4"
"20640","30584","4.51","11302000470","18","1"
"20100","30585","2.28","10805904621","24","4"
"20100","30586","2.08","12045837046","18","3"
"20100","30587","2","10095141980","1","3"
"20100","30588","1.79","13052361216","12","2"
"20100","30589","2.03","15864202587","12","3"
"20100","30590","1.92","19010076943","12","1"
"20100","30591","1.71","12359930123","12","3"
"20160","30592","10.62","16795960401","18","1"
"20160","30593","12.01","17430283020","24","2"
"20100","30594","1.61","17927265246","12","2"
"20100","30595","1.91","15503349399","24","1"
"20160","30596","11.51","13727081628","18","2"
"20100","30597","1.91","14208410718","18","1"
"20600","30598","4.66","17072480854","18","2"
"20150","30599","6.96","10362577529","24","1"
"20100","30600","2.3","11359886564","18","1"
"20100","30601","2.21","12458235880","24","3"
"20150","30602","5.9","15607626405","18","1"
"20160","30603","9.57","15552776948","12","1"
"20640","30604","4.64","13119075546","24","3"
"20100","30605","1.84","13862199886","24","1"
"20100","30606","2","15185139851","12","1"
"20100","30607","1.76","19904484016","1","1"
"20600","30608","5.54","14946811146","18","1"
"20100","30609","1.81","12555531929","12","3"
"20100","30610","1.88","15402771031","18","2"
"20100","30611","1.63","19781397889","24","3"
"20100","30612","1.84","18018159486","12","1"
"20100","30613","1.77","19222893088","12","2"
"20100","30614","2.06","18318419422","18","1"
"20100","30615","2.03","19276369566","24","1"
"20100","30616","2.25","17848946376","18","4"
"20640","30617","4.9","13265082574","1","1"
"20100","30618","2.25","12313865437","12","2"
"20100","30619","1.97","15800670388","18","1"
"20100","30620","2.05","11863119946","24","3"
"20160","30621","11.65","17425855016","1","2"
"20100","30622","1.6","11084401808","1","4"
"20280","30623","15.21","19929225844","1","2"
"20100","30624","1.91","16532331411","18","2"
"20100","30625","2.24","10632975931","18","1"
"20180","30626","3.67","16569716604","1","1"
"20600","30627","4.34","19295375721","24","2"
"20100","30628","2.22","16875595729","1","2"
"20100","30629","1.93","12964499197","1","3"
"20100","30630","2.04","19495125892","18","1"
"20600","30631","5.17","10985126447","1","1"
"20640","30632","4.22","17568897544","12","1"
"20100","30633","2.1","13533505576","24","1"
"20280","30634","15.68","16822562438","12","2"
"20600","30635","4.71","13814055591","24","1"
"20100","30636","1.86","15145888234","18","1"
"20100","30637","1.81","12808567353","18","1"
"20100","30638","1.99","17115854395","12","4"
"20190","30639","4.21","11598922888","12","1"
"20100","30640","1.97","15218744099","24","1"
"20600","30641","5.65","16836900940","18","1"
"20100","30642","2.12","11117551085","12","2"
"20100","30643","1.89","15102745924","24","1"
"20100","30644","2","10151202511","24","1"
"20140","30645","10.19","13014484243","1","1"
"20160","30646","14.37","17062435090","18","1"
"20100","30647","2.12","17126741037","18","2"
"20600","30648","5.02","16780621271","12","2"
"20100","30649","2.12","17590556249","12","1"
"20640","30650","5.78","16035425539","18","4"
"20160","30651","13.94","13002844218","18","4"
"20600","30652","5.93","12033698633","1","2"
"20100","30653","1.94","11414703196","24","2"
"20100","30654","2.44","19374853551","24","1"
"20100","30655","2.22","13064099551","18","2"
"20380","30656","6.52","17841039489","18","1"
"20640","30657","4.48","16960866946","24","4"
"20100","30658","1.95","10652435012","1","1"
"20100","30659","1.91","12502376605","12","1"
"20160","30660","11.64","10056814346","18","1"
"20600","30661","4.57","18703150278","1","3"
"20640","30662","4.71","10402071946","18","1"
"20100","30663","2.02","10046256313","18","1"
"20100","30664","2.02","16625552695","24","2"
"20100","30665","1.55","11767129267","12","1"
"20600","30666","4.37","10615638715","12","2"
"20100","30667","1.82","11385225862","24","1"
"20100","30668","1.86","11752913648","1","2"
"20160","30669","12.23","17011245154","24","1"
"20100","30670","2.22","19995943623","1","1"
"20100","30671","2.03","18187206545","24","2"
"20380","30672","7.68","13311541537","18","4"
"20160","30673","11.53","14396118169","18","1"
"20100","30674","1.92","19995636850","18","1"
"20100","30675","1.72","11109328604","1","1"
"20140","30676","10.25","18412095393","24","3"
"20640","30677","5.44","12065311237","1","3"
"20100","30678","1.94","16352460787","1","3"
"20100","30679","2.07","11061317672","1","1"
"20100","30680","1.98","12489296621","24","4"
"20160","30681","12.22","16225879602","24","1"
"20190","30682","4.23","19853170048","1","1"
"20100","30683","2.31","16125192400","18","4"
"20100","30684","2.1","17360320542","24","1"
"20100","30685","1.84","13707292463","24","1"
"20100","30686","1.87","18585387653","1","1"
"20100","30687","2.06","12771372519","12","1"
"20640","30688","5.26","17320879410","12","2"
"20320","30689","148.19","16037986572","1","2"
"20100","30690","1.89","18279632742","12","4"
"20100","30691","2.09","12510637996","24","4"
"20600","30692","5.66","10212514177","1","1"
"20160","30693","11.33","15444300371","12","1"
"20620","30694","14.93","19500023011","1","2"
"20100","30695","2.03","12948294106","1","1"
"20100","30696","2.11","10482092326","18","1"
